Fold,Seed,Tier,Classifier,BP_Noise_mmHg,Missing_Rate_Target,Actual_Missing_Rate,Temp_Bias_Low,Temp_Bias_High,Accuracy,Macro F1,High Risk Recall,Brier Score
1,33,Tier 1 (Mild),Random Forest,5.0,0.05,0.0624,-0.5,-0.1,0.8325123152709359,0.8352821911104119,0.9636363636363636,0.26197759160152023
1,33,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0624,-0.5,-0.1,0.6995073891625616,0.6876278411806312,0.8727272727272727,0.4464723481430428
1,33,Tier 1 (Mild),XGBoost,5.0,0.05,0.0624,-0.5,-0.1,0.7980295566502463,0.7984203517472563,0.9454545454545454,0.29068624356506134
1,44,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0468,-0.5,-0.1,0.6206896551724138,0.6167233730996168,0.7090909090909091,0.4848445437263905
1,44,Tier 1 (Mild),Random Forest,5.0,0.05,0.0468,-0.5,-0.1,0.8177339901477833,0.8201150352093748,0.9454545454545454,0.25378999772108257
1,44,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0468,-0.5,-0.1,0.7044334975369458,0.6982175719017825,0.8727272727272727,0.4199418259712914
1,44,Tier 1 (Mild),XGBoost,5.0,0.05,0.0468,-0.5,-0.1,0.7635467980295566,0.7644630293375813,0.9454545454545454,0.3248517051137489
1,55,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0567,-0.5,-0.1,0.625615763546798,0.6191569973952166,0.6727272727272727,0.4780274777020486
1,55,Tier 1 (Mild),Random Forest,5.0,0.05,0.0567,-0.5,-0.1,0.8029556650246306,0.80602117617043,0.9272727272727272,0.26430459003642276
1,55,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0567,-0.5,-0.1,0.6945812807881774,0.6876179322011843,0.8363636363636363,0.42861060576128074
1,55,Tier 1 (Mild),XGBoost,5.0,0.05,0.0567,-0.5,-0.1,0.7586206896551724,0.7594832157874737,0.9272727272727272,0.34931574882049554
1,66,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0616,-0.5,-0.1,0.6059113300492611,0.5955191416710539,0.6727272727272727,0.4936649555292848
1,66,Tier 1 (Mild),Random Forest,5.0,0.05,0.0616,-0.5,-0.1,0.8325123152709359,0.8349382299949651,0.9272727272727272,0.25153797867866173
1,66,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0616,-0.5,-0.1,0.6699507389162561,0.6604474349572388,0.7818181818181819,0.4668637233479198
1,66,Tier 1 (Mild),XGBoost,5.0,0.05,0.0616,-0.5,-0.1,0.7832512315270936,0.7845888559800939,0.8909090909090909,0.30858897277882474
1,77,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0517,-0.5,-0.1,0.6305418719211823,0.6189183233382128,0.7090909090909091,0.4794070659488928
