Fold,Seed,Tier,Classifier,BP_Noise_mmHg,Missing_Rate_Target,Actual_Missing_Rate,Temp_Bias_Low,Temp_Bias_High,Accuracy,Macro F1,High Risk Recall,Brier Score
1,77,Tier 1 (Mild),Random Forest,5.0,0.05,0.0517,-0.5,-0.1,0.8226600985221675,0.8244103450427369,0.9636363636363636,0.24954822813659
1,77,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0517,-0.5,-0.1,0.7192118226600985,0.7088408368402082,0.8727272727272727,0.42792209954009425
1,77,Tier 1 (Mild),XGBoost,5.0,0.05,0.0517,-0.5,-0.1,0.7881773399014779,0.7894601733956962,0.9272727272727272,0.28255688508124455
1,88,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0714,-0.5,-0.1,0.6305418719211823,0.605885310287826,0.7272727272727273,0.49097011661636036
1,88,Tier 1 (Mild),Random Forest,5.0,0.05,0.0714,-0.5,-0.1,0.8029556650246306,0.8052013269246467,0.9454545454545454,0.25867649993920455
1,88,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0714,-0.5,-0.1,0.6896551724137931,0.6809063825945653,0.8363636363636363,0.43985935255813663
1,88,Tier 1 (Mild),XGBoost,5.0,0.05,0.0714,-0.5,-0.1,0.7635467980295566,0.7671446156500504,0.9272727272727272,0.3366417185165897
1,99,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0484,-0.5,-0.1,0.6157635467980296,0.6022464900969574,0.6909090909090909,0.4831391072764116
1,99,Tier 1 (Mild),Random Forest,5.0,0.05,0.0484,-0.5,-0.1,0.8029556650246306,0.8018304361469833,0.9272727272727272,0.2637721993844383
1,99,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0484,-0.5,-0.1,0.6896551724137931,0.6772480704820154,0.8,0.45313282824740964
1,99,Tier 1 (Mild),XGBoost,5.0,0.05,0.0484,-0.5,-0.1,0.7635467980295566,0.7639376425675755,0.9090909090909091,0.3355631595759233
1,111,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0608,-0.5,-0.1,0.6305418719211823,0.6181997832932142,0.8,0.47319614868317494
1,111,Tier 1 (Mild),Random Forest,5.0,0.05,0.0608,-0.5,-0.1,0.7881773399014779,0.7898424700068706,0.9454545454545454,0.26716354405244547
1,111,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0608,-0.5,-0.1,0.7192118226600985,0.7144868141360098,0.8727272727272727,0.4265016777252502
1,111,Tier 1 (Mild),XGBoost,5.0,0.05,0.0608,-0.5,-0.1,0.7536945812807881,0.756444209039548,0.9090909090909091,0.3458211719403938
1,11,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1626,-1.0,-0.3,0.5714285714285714,0.5559194165885931,0.6727272727272727,0.5245221731137963
1,11,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1626,-1.0,-0.3,0.6847290640394089,0.6834464319411054,0.8545454545454545,0.4022505699881283
1,11,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1626,-1.0,-0.3,0.6551724137931034,0.6392004447191654,0.8,0.48901842574912163
1,11,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1626,-1.0,-0.3,0.7044334975369458,0.7040396115384889,0.8363636363636363,0.47297434804097244
1,22,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1806,-1.0,-0.3,0.6354679802955665,0.6366774541531823,0.7272727272727273,0.4882348166885509
1,22,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1806,-1.0,-0.3,0.7044334975369458,0.7083879944345061,0.8727272727272727,0.4033290588728415
1,22,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1806,-1.0,-0.3,0.6551724137931034,0.6411652899382947,0.7818181818181819,0.46961763575501386
1,22,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1806,-1.0,-0.3,0.6995073891625616,0.6949485520991022,0.8909090909090909,0.44826870126791507
1,33,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1708,-1.0,-0.3,0.5665024630541872,0.5690575914225203,0.6181818181818182,0.5148570472461775
1,33,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1708,-1.0,-0.3,0.6847290640394089,0.6858990640255205,0.9090909090909091,0.4075183475473318
1,33,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1708,-1.0,-0.3,0.6699507389162561,0.6529556541479552,0.8727272727272727,0.46335137081899336
1,33,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1708,-1.0,-0.3,0.7044334975369458,0.704745146508653,0.8909090909090909,0.45798695449714255
1,44,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1765,-1.0,-0.3,0.5911330049261084,0.5974654753342837,0.6363636363636364,0.5166917324222733
1,44,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1765,-1.0,-0.3,0.7093596059113301,0.7100617435060519,0.8909090909090909,0.3880684352612368
1,44,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1765,-1.0,-0.3,0.6551724137931034,0.6468528637927545,0.8363636363636363,0.45721549321089466
1,44,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1765,-1.0,-0.3,0.6945812807881774,0.6977917847543296,0.8909090909090909,0.4696923595246627
1,55,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1634,-1.0,-0.3,0.6108374384236454,0.6061084715374272,0.6,0.5104668684071333
1,55,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1634,-1.0,-0.3,0.6748768472906403,0.6773275978071917,0.8727272727272727,0.41451885157351226
1,55,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1634,-1.0,-0.3,0.6600985221674877,0.6526002523865876,0.7818181818181819,0.4602270536968933
1,55,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1634,-1.0,-0.3,0.6699507389162561,0.6732567049808429,0.8363636363636363,0.5117885063430634
1,66,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1806,-1.0,-0.3,0.6009852216748769,0.5835486855685453,0.5818181818181818,0.5143684312315323
1,66,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1806,-1.0,-0.3,0.7093596059113301,0.7059299736895365,0.8363636363636363,0.3903082034432161
1,66,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1806,-1.0,-0.3,0.6403940886699507,0.6202676480876795,0.7454545454545455,0.487280887752545
1,66,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1806,-1.0,-0.3,0.6847290640394089,0.6829387153520657,0.7636363636363637,0.4265797588225627
1,77,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1642,-1.0,-0.3,0.6009852216748769,0.5996983408748114,0.6363636363636364,0.5135720860295409
1,77,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1642,-1.0,-0.3,0.6650246305418719,0.6586135944373491,0.8727272727272727,0.4027890044092443
1,77,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1642,-1.0,-0.3,0.6699507389162561,0.6578382117372943,0.7818181818181819,0.45644335014322984
1,77,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1642,-1.0,-0.3,0.7044334975369458,0.6956344940287847,0.8363636363636363,0.4358307384301458
1,88,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.179,-1.0,-0.3,0.5517241379310345,0.5222305579608805,0.5818181818181818,0.5365858583529667
1,88,Tier 2 (Moderate),Random Forest,10.0,0.15,0.179,-1.0,-0.3,0.7487684729064039,0.7529144523846827,0.9272727272727272,0.3709168748350687
1,88,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.179,-1.0,-0.3,0.6403940886699507,0.6172882135196985,0.7636363636363637,0.4818954378562255
1,88,Tier 2 (Moderate),XGBoost,10.0,0.15,0.179,-1.0,-0.3,0.7093596059113301,0.7095251292646124,0.8545454545454545,0.4426281219516861
1,99,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.156,-1.0,-0.3,0.5862068965517241,0.5846907915257619,0.6181818181818182,0.4928295024834689
1,99,Tier 2 (Moderate),Random Forest,10.0,0.15,0.156,-1.0,-0.3,0.6650246305418719,0.6623376623376623,0.8545454545454545,0.41347053491610464
1,99,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.156,-1.0,-0.3,0.6699507389162561,0.6540355477855478,0.7818181818181819,0.4697972299589094
1,99,Tier 2 (Moderate),XGBoost,10.0,0.15,0.156,-1.0,-0.3,0.6995073891625616,0.701571289956453,0.8727272727272727,0.45319431040797054
1,111,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1765,-1.0,-0.3,0.6009852216748769,0.6039215686274509,0.6909090909090909,0.49511579181452897
1,111,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1765,-1.0,-0.3,0.6995073891625616,0.7007747979109217,0.9090909090909091,0.39955950221902903
1,111,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1765,-1.0,-0.3,0.6847290640394089,0.6737676232927331,0.8363636363636363,0.45696459347901164
1,111,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1765,-1.0,-0.3,0.6650246305418719,0.6628694995136654,0.8363636363636363,0.4959480832741786
1,11,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3136,-1.5,-0.5,0.5369458128078818,0.5303740014524329,0.5818181818181818,0.5606307472421468
1,11,Tier 3 (Severe),Random Forest,15.0,0.3,0.3136,-1.5,-0.5,0.6059113300492611,0.6020917678812415,0.7818181818181819,0.4943393259091383
1,11,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3136,-1.5,-0.5,0.5960591133004927,0.5772278954862191,0.7090909090909091,0.5470769234386441
1,11,Tier 3 (Severe),XGBoost,15.0,0.3,0.3136,-1.5,-0.5,0.625615763546798,0.6297120760656708,0.7272727272727273,0.5936672026813563
1,22,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.344,-1.5,-0.5,0.6108374384236454,0.6098555333188512,0.5454545454545454,0.5361518986245665
1,22,Tier 3 (Severe),Random Forest,15.0,0.3,0.344,-1.5,-0.5,0.6059113300492611,0.6038110620551312,0.8363636363636363,0.5274152309478769
1,22,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.344,-1.5,-0.5,0.5714285714285714,0.551103953801709,0.6727272727272727,0.5266242068730984
1,22,Tier 3 (Severe),XGBoost,15.0,0.3,0.344,-1.5,-0.5,0.5862068965517241,0.579110567115463,0.7636363636363637,0.6229649865862894
1,33,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3333,-1.5,-0.5,0.5320197044334976,0.5275205368506306,0.509090909090909,0.581179117410376
1,33,Tier 3 (Severe),Random Forest,15.0,0.3,0.3333,-1.5,-0.5,0.5960591133004927,0.59452273833932,0.8363636363636363,0.5191525500532738
1,33,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3333,-1.5,-0.5,0.6009852216748769,0.5796795589628737,0.7090909090909091,0.5433155892975025
1,33,Tier 3 (Severe),XGBoost,15.0,0.3,0.3333,-1.5,-0.5,0.6009852216748769,0.5991935868854666,0.7818181818181819,0.6155523542289679
1,44,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3268,-1.5,-0.5,0.5812807881773399,0.5826791981523735,0.6363636363636364,0.5500851654773933
1,44,Tier 3 (Severe),Random Forest,15.0,0.3,0.3268,-1.5,-0.5,0.6108374384236454,0.604608020872301,0.8909090909090909,0.5036868548958792
1,44,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3268,-1.5,-0.5,0.6157635467980296,0.5961293424690467,0.7818181818181819,0.5068927099568525
1,44,Tier 3 (Severe),XGBoost,15.0,0.3,0.3268,-1.5,-0.5,0.625615763546798,0.6251540114742185,0.8727272727272727,0.5546388590909817
1,55,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3399,-1.5,-0.5,0.5369458128078818,0.5421820243248815,0.5818181818181818,0.5672310281883471
1,55,Tier 3 (Severe),Random Forest,15.0,0.3,0.3399,-1.5,-0.5,0.5270935960591133,0.5206338301744055,0.7454545454545455,0.5907925701435761
1,55,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3399,-1.5,-0.5,0.5467980295566502,0.5359798300974772,0.6545454545454545,0.5519086846017629
1,55,Tier 3 (Severe),XGBoost,15.0,0.3,0.3399,-1.5,-0.5,0.5812807881773399,0.5833135831728633,0.7454545454545455,0.6671473565888841
1,66,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3473,-1.5,-0.5,0.5714285714285714,0.5691130113570776,0.5818181818181818,0.5394549732420295
1,66,Tier 3 (Severe),Random Forest,15.0,0.3,0.3473,-1.5,-0.5,0.5714285714285714,0.5618575634703801,0.8,0.5457137439282803
1,66,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3473,-1.5,-0.5,0.5615763546798029,0.529696519387241,0.6909090909090909,0.5295182514083391
1,66,Tier 3 (Severe),XGBoost,15.0,0.3,0.3473,-1.5,-0.5,0.5763546798029556,0.5736609142427538,0.7272727272727273,0.6304861255501063
1,77,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3514,-1.5,-0.5,0.5714285714285714,0.5727831431079894,0.6,0.5330794770006764
1,77,Tier 3 (Severe),Random Forest,15.0,0.3,0.3514,-1.5,-0.5,0.5812807881773399,0.5797764800677293,0.8545454545454545,0.541189742409274
1,77,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3514,-1.5,-0.5,0.6551724137931034,0.6408482536801121,0.7636363636363637,0.48291587950180614
1,77,Tier 3 (Severe),XGBoost,15.0,0.3,0.3514,-1.5,-0.5,0.5862068965517241,0.588299972061249,0.7636363636363637,0.6342780625677302
1,88,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3317,-1.5,-0.5,0.4975369458128079,0.4856424728892847,0.45454545454545453,0.569484188317557
1,88,Tier 3 (Severe),Random Forest,15.0,0.3,0.3317,-1.5,-0.5,0.6650246305418719,0.6627966107509176,0.8545454545454545,0.441574358942829
1,88,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3317,-1.5,-0.5,0.5714285714285714,0.5334190292556357,0.6909090909090909,0.5534511034174923
1,88,Tier 3 (Severe),XGBoost,15.0,0.3,0.3317,-1.5,-0.5,0.645320197044335,0.6431380947463287,0.6727272727272727,0.5414862109767111
1,99,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3259,-1.5,-0.5,0.6059113300492611,0.6015471466364324,0.6181818181818182,0.512140307421363
1,99,Tier 3 (Severe),Random Forest,15.0,0.3,0.3259,-1.5,-0.5,0.5714285714285714,0.5647248794047911,0.8363636363636363,0.5550988144368314
1,99,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3259,-1.5,-0.5,0.5911330049261084,0.5578231292517007,0.7272727272727273,0.5073925807881392
1,99,Tier 3 (Severe),XGBoost,15.0,0.3,0.3259,-1.5,-0.5,0.6009852216748769,0.5954122762318111,0.7636363636363637,0.6325871791521912
1,111,Tier 3 (Severe),Logistic Regression,15.0,0.3,0.3325,-1.5,-0.5,0.5615763546798029,0.5526566170130527,0.6,0.5534991253039926
1,111,Tier 3 (Severe),Random Forest,15.0,0.3,0.3325,-1.5,-0.5,0.6157635467980296,0.6122659244610463,0.8727272727272727,0.5146266681946287
1,111,Tier 3 (Severe),Support Vector Machine,15.0,0.3,0.3325,-1.5,-0.5,0.5812807881773399,0.5585281385281385,0.6727272727272727,0.5383742695931076
1,111,Tier 3 (Severe),XGBoost,15.0,0.3,0.3325,-1.5,-0.5,0.5911330049261084,0.5867012414346023,0.7454545454545455,0.6236340775641017
2,N/A,Pristine Baseline,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.6408146591970121,0.7090909090909091,0.45462316731268576
2,N/A,Pristine Baseline,Random Forest,0.0,0.0,0.0,0.0,0.0,0.8423645320197044,0.8470493777599358,0.8727272727272727,0.2128989303137069
2,N/A,Pristine Baseline,Support Vector Machine,0.0,0.0,0.0,0.0,0.0,0.7093596059113301,0.703229754538655,0.8181818181818182,0.3976340967720059
2,N/A,Pristine Baseline,XGBoost,0.0,0.0,0.0,0.0,0.0,0.8472906403940886,0.8482812878237714,0.8727272727272727,0.19579867996020917
2,11,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0468,-0.5,-0.1,0.6354679802955665,0.6233170063105726,0.6727272727272727,0.466295343694962
2,11,Tier 1 (Mild),Random Forest,5.0,0.05,0.0468,-0.5,-0.1,0.8226600985221675,0.827295008912656,0.9090909090909091,0.2459670287119292
2,11,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0468,-0.5,-0.1,0.7093596059113301,0.705491595964897,0.8,0.41873927868436
2,11,Tier 1 (Mild),XGBoost,5.0,0.05,0.0468,-0.5,-0.1,0.7487684729064039,0.752126411623656,0.8,0.35430106044288273
2,22,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0657,-0.5,-0.1,0.645320197044335,0.6333723453539122,0.6181818181818182,0.46957569953966666
2,22,Tier 1 (Mild),Random Forest,5.0,0.05,0.0657,-0.5,-0.1,0.8078817733990148,0.8091150719199499,0.8909090909090909,0.2767185386866781
2,22,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0657,-0.5,-0.1,0.7044334975369458,0.6969936551459005,0.7818181818181819,0.41497282649416195
2,22,Tier 1 (Mild),XGBoost,5.0,0.05,0.0657,-0.5,-0.1,0.7438423645320197,0.7451906936356362,0.8363636363636363,0.39309117877127614
2,33,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0624,-0.5,-0.1,0.625615763546798,0.6121230912332377,0.6363636363636364,0.4824108922967632
2,33,Tier 1 (Mild),Random Forest,5.0,0.05,0.0624,-0.5,-0.1,0.7684729064039408,0.7682281731443794,0.7818181818181819,0.30509914055645354
2,33,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0624,-0.5,-0.1,0.6650246305418719,0.6554723954723954,0.7090909090909091,0.435730677516345
2,33,Tier 1 (Mild),XGBoost,5.0,0.05,0.0624,-0.5,-0.1,0.7536945812807881,0.7530990242521308,0.8,0.3622337113410673
2,44,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0468,-0.5,-0.1,0.6059113300492611,0.5814965488642065,0.6,0.4872957523129673
2,44,Tier 1 (Mild),Random Forest,5.0,0.05,0.0468,-0.5,-0.1,0.8177339901477833,0.8211049440801815,0.8909090909090909,0.2746378972559121
2,44,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0468,-0.5,-0.1,0.6896551724137931,0.6823329448329448,0.7818181818181819,0.4311432692287491
2,44,Tier 1 (Mild),XGBoost,5.0,0.05,0.0468,-0.5,-0.1,0.729064039408867,0.7298340089609558,0.8181818181818182,0.38696175837569274
2,55,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0567,-0.5,-0.1,0.6108374384236454,0.5912955610603987,0.5818181818181818,0.5006867701239086
2,55,Tier 1 (Mild),Random Forest,5.0,0.05,0.0567,-0.5,-0.1,0.7733990147783252,0.7743191259012416,0.7454545454545455,0.29910803178787326
2,55,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0567,-0.5,-0.1,0.6699507389162561,0.6549888291009787,0.6909090909090909,0.4630956301396958
2,55,Tier 1 (Mild),XGBoost,5.0,0.05,0.0567,-0.5,-0.1,0.7192118226600985,0.720039958769027,0.6909090909090909,0.4119548995440113
2,66,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0616,-0.5,-0.1,0.625615763546798,0.6110388636704426,0.6363636363636364,0.47823969104137554
2,66,Tier 1 (Mild),Random Forest,5.0,0.05,0.0616,-0.5,-0.1,0.8226600985221675,0.8245412078745412,0.8909090909090909,0.26489858194404003
2,66,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0616,-0.5,-0.1,0.6945812807881774,0.6876555758475584,0.7272727272727273,0.4316098052776693
2,66,Tier 1 (Mild),XGBoost,5.0,0.05,0.0616,-0.5,-0.1,0.7733990147783252,0.772837483924467,0.8,0.32593873229480985
2,77,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0517,-0.5,-0.1,0.645320197044335,0.6271394978785216,0.6363636363636364,0.47152777567006293
2,77,Tier 1 (Mild),Random Forest,5.0,0.05,0.0517,-0.5,-0.1,0.8078817733990148,0.806848357791754,0.9090909090909091,0.2649900535734725
2,77,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0517,-0.5,-0.1,0.7044334975369458,0.6939575893533538,0.7636363636363637,0.41470522416217065
2,77,Tier 1 (Mild),XGBoost,5.0,0.05,0.0517,-0.5,-0.1,0.7783251231527094,0.7784971859114016,0.8363636363636363,0.34342542210438964
2,88,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0714,-0.5,-0.1,0.5862068965517241,0.5632924994627122,0.5636363636363636,0.47673248118547384
2,88,Tier 1 (Mild),Random Forest,5.0,0.05,0.0714,-0.5,-0.1,0.8078817733990148,0.8079660182221128,0.9272727272727272,0.2692265246402973
2,88,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0714,-0.5,-0.1,0.6847290640394089,0.6771088388585752,0.7272727272727273,0.4248822661874761
2,88,Tier 1 (Mild),XGBoost,5.0,0.05,0.0714,-0.5,-0.1,0.7389162561576355,0.7435348778301054,0.8363636363636363,0.3673735368825256
2,99,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0484,-0.5,-0.1,0.6354679802955665,0.6157327164098096,0.6,0.4684458984364518
2,99,Tier 1 (Mild),Random Forest,5.0,0.05,0.0484,-0.5,-0.1,0.7980295566502463,0.7986668995472049,0.8545454545454545,0.26518385670585365
2,99,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0484,-0.5,-0.1,0.6945812807881774,0.6865406061401207,0.7636363636363637,0.41179438501884075
2,99,Tier 1 (Mild),XGBoost,5.0,0.05,0.0484,-0.5,-0.1,0.7487684729064039,0.7478440238372647,0.8363636363636363,0.3523735305435498
2,111,Tier 1 (Mild),Logistic Regression,5.0,0.05,0.0608,-0.5,-0.1,0.6403940886699507,0.6326337298204305,0.7090909090909091,0.48014498818261026
2,111,Tier 1 (Mild),Random Forest,5.0,0.05,0.0608,-0.5,-0.1,0.7783251231527094,0.7761182213718157,0.8,0.2989945337040448
2,111,Tier 1 (Mild),Support Vector Machine,5.0,0.05,0.0608,-0.5,-0.1,0.6896551724137931,0.6809959856688828,0.7818181818181819,0.42586045549813845
2,111,Tier 1 (Mild),XGBoost,5.0,0.05,0.0608,-0.5,-0.1,0.7339901477832512,0.7353478765243472,0.8181818181818182,0.3645844508412806
2,11,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1626,-1.0,-0.3,0.5960591133004927,0.57781833997967,0.6,0.5059998488652602
2,11,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1626,-1.0,-0.3,0.6798029556650246,0.6771252620058986,0.8181818181818182,0.41859037072494654
2,11,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1626,-1.0,-0.3,0.6650246305418719,0.6536593465897297,0.7272727272727273,0.48486681349716176
2,11,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1626,-1.0,-0.3,0.6896551724137931,0.6893708847452,0.7636363636363637,0.493595198559301
2,22,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1806,-1.0,-0.3,0.5566502463054187,0.5392569765451122,0.509090909090909,0.5402362009914415
2,22,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1806,-1.0,-0.3,0.6600985221674877,0.6606703501540355,0.7454545454545455,0.43208886243919825
2,22,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1806,-1.0,-0.3,0.6354679802955665,0.6215607633181484,0.6909090909090909,0.49969053738140673
2,22,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1806,-1.0,-0.3,0.6403940886699507,0.6379403941154118,0.7090909090909091,0.5597492716170426
2,33,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1708,-1.0,-0.3,0.5615763546798029,0.54554971489665,0.4909090909090909,0.5298362244148388
2,33,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1708,-1.0,-0.3,0.6995073891625616,0.6995778622016475,0.7454545454545455,0.4210409088706237
2,33,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1708,-1.0,-0.3,0.6108374384236454,0.5942049781302118,0.6727272727272727,0.48986063813242164
2,33,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1708,-1.0,-0.3,0.6798029556650246,0.6763128432776614,0.7272727272727273,0.5003769891226211
2,44,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1765,-1.0,-0.3,0.5862068965517241,0.5717268753802933,0.5454545454545454,0.5287292833558069
2,44,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1765,-1.0,-0.3,0.6798029556650246,0.6832780725022104,0.8363636363636363,0.43749670319084194
2,44,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1765,-1.0,-0.3,0.6502463054187192,0.6346938775510205,0.7454545454545455,0.47209723844900947
2,44,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1765,-1.0,-0.3,0.6354679802955665,0.630991593277479,0.7818181818181819,0.5223594928224694
2,55,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1634,-1.0,-0.3,0.5763546798029556,0.5601346350760871,0.4727272727272727,0.5566661720044433
2,55,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1634,-1.0,-0.3,0.6650246305418719,0.6635722482794746,0.6545454545454545,0.42807640522440255
2,55,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1634,-1.0,-0.3,0.6157635467980296,0.5960874590824762,0.5818181818181818,0.5426954163362694
2,55,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1634,-1.0,-0.3,0.7044334975369458,0.6962121806717992,0.5818181818181818,0.4737057444322086
2,66,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1806,-1.0,-0.3,0.5714285714285714,0.545907306716766,0.43636363636363634,0.5208133437268445
2,66,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1806,-1.0,-0.3,0.7241379310344828,0.7269062195131383,0.8363636363636363,0.3849503528795001
2,66,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1806,-1.0,-0.3,0.6551724137931034,0.6371104798273801,0.6727272727272727,0.47819264582473464
2,66,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1806,-1.0,-0.3,0.6945812807881774,0.700513039155402,0.7818181818181819,0.4439488219477476
2,77,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.1642,-1.0,-0.3,0.5911330049261084,0.5851862746740791,0.5818181818181818,0.5054164259176297
2,77,Tier 2 (Moderate),Random Forest,10.0,0.15,0.1642,-1.0,-0.3,0.6798029556650246,0.6689034655913398,0.8909090909090909,0.40311119244697935
2,77,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.1642,-1.0,-0.3,0.6748768472906403,0.6601856798768281,0.7454545454545455,0.4615020280333779
2,77,Tier 2 (Moderate),XGBoost,10.0,0.15,0.1642,-1.0,-0.3,0.6798029556650246,0.6724939962235789,0.8545454545454545,0.4844402785823862
2,88,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.179,-1.0,-0.3,0.5615763546798029,0.5395685656107904,0.43636363636363634,0.5299595459268895
2,88,Tier 2 (Moderate),Random Forest,10.0,0.15,0.179,-1.0,-0.3,0.645320197044335,0.6502415458937199,0.7818181818181819,0.4619643506278726
2,88,Tier 2 (Moderate),Support Vector Machine,10.0,0.15,0.179,-1.0,-0.3,0.6157635467980296,0.5958060458060458,0.6181818181818182,0.4955161109945498
2,88,Tier 2 (Moderate),XGBoost,10.0,0.15,0.179,-1.0,-0.3,0.625615763546798,0.6291183269600537,0.7090909090909091,0.5524804341081131
2,99,Tier 2 (Moderate),Logistic Regression,10.0,0.15,0.156,-1.0,-0.3,0.5960591133004927,0.5808215130023641,0.5454545454545454,0.5152755538684823
